,152115001 ADVANCED PROGRAMMING,152115021 BÜYÜK VERİ İŞLENMESİ,152117003 DATA SECURITY,152117005 IMAGE PROCESSING,152117007 DATABASE PROGRAMMING,152117008 DISTRIBUTED SYSTEMS,152117106 INTRODUCTION TO AUTONOMOUS MOBILE ROBOTS,152117107 INTRODUCTION TO ARTIFICIAL INTELLIGENCE,152117111 MOBİL PROGRAMLAMA,152117116 INTRODUCTION TO SECURE CODING,152117117 INTRODUCTION TO RECOMMENDER SYSTEM,152117118 BÜYÜK VERİ İŞLENMESİ,152117119 DERİN ÖĞRENMEYE GİRİŞ,152117121 INTRODUCTION TO WIRELESS SENSOR NETWORKS,152117115 ADVANCED PROGRAMMING,152117120 PROBLEMS IN DATA STRUCTURES AND ALGORITHMS,152118004 SYSTEMS ANALYSIS,152118016 NETWORK APPLICATIONS,152118026 INTRODUCTION TO VHDL,152118028 INTRODUCTION TO VHDL,152118030 WEB BASED TECHNOLOGIES,152118033 PATTERN RECOGNITION,152118034 INTRO. TO DATA MINING,152118035 NETWORK APPLICATIONS UE,152118514 AĞ GÜVENLİĞİ,152118616 OTONOM ROBOTİK SENTEZ VE TASARIMI,152118633 MAKİNE ÖĞRENMESİ,152118001 PARALLEL PROGRAMMING,152118003 NEURAL NETWORKS,152118018 REAL TIME DSP SYSTEM DESIGN,152118023 KURUMSAL JAVA,152118024 HESAPLAMA GEOMETRİSİ,152118036 COMPUTER SECURITY,152118513 SİSTEM PROGRAMLAMA,152118632 BULANIK MANTIK,152118634 COMPUTER SECURITY,152118635 WEB BASED TECHNOLOGIES
152117010 SOFTWARE ENGINEERING,0.0,0.21610496526884485,0.0,0.0,-1.0,-1.0,-1.0,0.06483148958065346,0.046308206843323894,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.3241574479032673,0.16670954463596602,0.03601749421147414,0.08103936197581682,-1.0,-1.0,-1.0,0.06483148958065346,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
152117011 TASARIM SÜREÇLERİ,0.012900124543658888,0.06634349765310285,0.030960298904781334,0.025239374107158694,-1.0,0.016585874413275713,-1.0,0.014980789792636128,0.020488433098752354,0.09030087180561222,0.11610112089293,0.11610112089293,0.0,-1.0,0.023220224178586,-1.0,0.033171748826551425,-1.0,-1.0,-1.0,0.11610112089293,0.04236121978525824,0.03870037363097666,0.017591078923171213,0.0290252802232325,-1.0,0.012900124543658888,-1.0,-1.0,-1.0,0.03870037363097666,0.01451264011161625,0.0,0.007613188255274099,0.058050560446465,0.058050560446465,-1.0
152117102 INTRODUCTION TO ARTIFICIAL INTELLIGENCE,0.25116152493952765,-1.0,0.0,-1.0,-1.0,0.12558076246976382,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.050232304987905534,0.0,-1.0,0.11162734441756784,-1.0,-1.0,-1.0,-1.0,0.25116152493952765,-1.0,0.048388917648899826,-1.0,-1.0,0.05196445343576434,0.10988316716104335,-1.0,-1.0,-1.0,-1.0,-1.0
152117106 INTRODUCTION TO AUTONOMOUS MOBILE ROBOTS,-1.0,-1.0,0.0,-1.0,-1.0,0.28837998303647155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17302798982188294,-1.0,-1.0,0.14418999151823578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.033927056827820185,-1.0,-1.0,0.07209499575911789,0.28837998303647155,-1.0,-1.0,-1.0,-1.0,-1.0
152117107 INTRODUCTION TO ARTIFICIAL INTELLIGENCE,0.0,0.036053575481807806,0.024035716987871873,0.02884286038544625,0.07210715096361561,0.07210715096361561,-1.0,0.0,0.009614286795148749,0.07210715096361561,0.07210715096361561,0.0,0.03204762265049583,0.058996759879321875,0.036053575481807806,0.061806129397384814,0.0,-1.0,-1.0,-1.0,0.07210715096361561,0.04206250472877578,0.0,0.024035716987871873,0.016966388462027204,-1.0,0.030903064698692407,0.0,0.060089292469679687,-1.0,0.018026787740903903,0.0,0.0,0.027733519601390623,0.048071433975743746,0.036053575481807806,0.048071433975743746
152117108 ADVANCED COMPUTER ARCHITECTURE,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.2975206611570248,-1.0,-1.0,0.0,0.2975206611570248,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.03305785123966942,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0743801652892562,-1.0,-1.0,0.2975206611570248
152117109 YAZILIM MÜHENDİSLİĞİ,0.07460595707058858,0.09947460942745143,0.0,0.08777171420069245,-1.0,0.0,-1.0,0.02295567909864264,0.05822903966484962,0.2984238282823543,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.06217163089215715,0.0,0.03141303455603729,0.024868652356862857,-1.0,0.03730297853529429,-1.0,-1.0,-1.0,0.10379959244603627,0.042631975468907755,0.03730297853529429,0.019048329464831124,-1.0,-1.0,-1.0
152117110 BİLGİSAYAR MİMARİSİ,-1.0,0.21327014218009477,0.0,0.14218009478672985,-1.0,-1.0,-1.0,0.14218009478672985,0.10663507109004738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.07109004739336493,0.10663507109004738,-1.0,-1.0,-1.0,-1.0,-1.0,0.17061611374407584,0.04739336492890995,-1.0,0.0,-1.0,-1.0,-1.0
152117111 MOBİL PROGRAMLAMA,0.008495991110255941,0.03185996666345978,0.014159985183759901,0.026549972219549814,0.0849599111025594,0.0424799555512797,-1.0,0.023599975306266504,0.011081727535116444,0.0849599111025594,0.06371993332691955,0.009439990122506601,0.03641139047252546,0.0849599111025594,0.02123997777563985,0.0424799555512797,0.0,-1.0,-1.0,-1.0,-1.0,0.025487973330767823,0.07282278094505092,0.02050756474889365,0.018879980245013202,-1.0,0.02498820914781159,-1.0,0.028319970367519803,-1.0,0.027187171552819012,0.016991982220511882,0.028319970367519803,0.014159985183759901,0.0424799555512797,0.05097594666153565,0.0424799555512797
152117112 BİLGİSAYAR MİMARİSİ,0.0,0.0,0.07393865148706424,0.04033017353839868,-1.0,0.04436319089223855,-1.0,0.0,0.029186309797525355,0.22181595446119273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01584399674722805,0.04436319089223855,0.02609599464249326,0.05545398861529818,-1.0,0.02772699430764909,-1.0,-1.0,-1.0,0.05118829718335217,-1.0,0.0,0.024646217162354746,0.12323108581177374,0.22181595446119273,-1.0
152117113 BİLGİSAYAR MİMARİSİ LAB.,0.0,0.0,0.12253901267844305,0.04901560507137722,-1.0,0.04901560507137722,-1.0,0.0,0.029175955399629295,0.2450780253568861,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016338535023792407,0.12253901267844305,0.027230891706320676,0.07208177216379003,-1.0,0.03501114647955515,-1.0,-1.0,-1.0,0.0700222929591103,-1.0,0.0,0.02579768687967222,0.1361544585316034,-1.0,-1.0
152117114 ECONOMICS,-1.0,-1.0,0.039638767939660036,0.056626811342371484,0.09201856843135366,0.04530144907389719,-1.0,0.02897185696586448,0.01213431671622246,-1.0,0.056626811342371484,0.037751207561580985,0.04853726686488984,0.07878512882416902,-1.0,0.09060289814779438,-1.0,-1.0,-1.0,-1.0,-1.0,0.018875603780790493,0.07550241512316197,0.03603524358150913,0.07810594667913308,-1.0,0.03460527359811591,-1.0,0.056626811342371484,-1.0,-1.0,-1.0,-1.0,0.056626811342371484,-1.0,-1.0,0.056626811342371484
152117116 INTRODUCTION TO SECURE CODING,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.05581327921136561,0.023919976804870978,-1.0,0.1004639025804581,0.04185995940852421,0.08371991881704842,0.04185995940852421,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07175993041461293,0.16743983763409684,0.030443606842563063,0.16743983763409684,-1.0,0.047839953609741956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.16743983763409684,-1.0,-1.0
152117117 INTRODUCTION TO RECOMMENDER SYSTEM,-1.0,-1.0,0.26022304832713755,-1.0,0.26022304832713755,0.0,-1.0,-1.0,0.05204460966542751,-1.0,-1.0,-1.0,-1.0,0.13011152416356878,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03717472118959107,-1.0,0.0,0.0,-1.0,0.26022304832713755,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0
152117118 BÜYÜK VERİ İŞLENMESİ,-1.0,-1.0,0.0,-1.0,0.20202020202020202,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.04040404040404041,0.15151515151515152,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.10101010101010101,-1.0,-1.0,0.0,-1.0,0.10101010101010101,-1.0,-1.0,-1.0,-1.0,0.20202020202020202,-1.0,-1.0,0.20202020202020202
152117119 DERİN ÖĞRENMEYE GİRİŞ,-1.0,-1.0,0.08952505215835468,0.08952505215835468,0.08952505215835468,0.08952505215835468,-1.0,0.05115717266191696,0.01989445603518993,-1.0,0.0,0.029841684052784895,0.02238126303958867,0.0639464658273962,-1.0,0.08952505215835468,-1.0,-1.0,-1.0,-1.0,-1.0,0.04476252607917734,0.08952505215835468,0.0,0.04883184663182983,-1.0,0.035810020863341875,-1.0,0.029841684052784895,-1.0,-1.0,-1.0,-1.0,0.07162004172668375,-1.0,-1.0,0.04476252607917734
152117121 INTRODUCTION TO WIRELESS SENSOR NETWORKS,-1.0,-1.0,-1.0,0.23809523809523808,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.23809523809523808,-1.0,0.23809523809523808,-1.0,-1.0,-1.0,-1.0,-1.0,0.047619047619047616,-1.0,0.23809523809523808,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
152117115 ADVANCED PROGRAMMING,-1.0,-1.0,-1.0,-1.0,-1.0,0.24193548387096772,-1.0,-1.0,0.0,0.1935483870967742,0.16129032258064513,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24193548387096772,-1.0,0.16129032258064513,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152117120 PROBLEMS IN DATA STRUCTURES AND ALGORITHMS,-1.0,-1.0,0.08441558441558442,-1.0,0.16883116883116883,-1.0,-1.0,0.1477272727272727,-1.0,-1.0,-1.0,0.16883116883116883,0.10551948051948051,0.15584415584415584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16883116883116883,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118004 SYSTEMS ANALYSIS,0.055938524127020016,0.0,0.11187704825404003,0.0813651260029382,-1.0,0.11187704825404003,-1.0,0.029833879534410676,0.027121708667646068,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11187704825404003,0.12204768900440731,0.04972313255735112,0.04972313255735112,-1.0,0.0,-1.0,-1.0,-1.0,0.04972313255735112,0.07458469883602668,0.12430783139337781,0.0,-1.0,-1.0,-1.0
152118016 NETWORK APPLICATIONS,0.13473945177382268,0.0,0.017019720224061813,0.023098191732655315,-1.0,0.04619638346531063,-1.0,0.03593052047301938,0.04619638346531063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1616873421285872,0.0,0.0808436710642936,0.0,0.07462492713627103,0.09949990284836137,0.03233746842571744,0.0,-1.0,0.1616873421285872,-1.0,0.03593052047301938,-1.0,-1.0,0.034039440448123626,0.01616873421285872,-1.0,-1.0,-1.0,-1.0,-1.0
152118026 INTRODUCTION TO VHDL,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1526032315978456,-1.0,-1.0,0.18312387791741472,-1.0,-1.0,-1.0,-1.0,0.3052064631956912,-1.0,0.053859964093357277,-1.0,-1.0,0.1526032315978456,0.1526032315978456,-1.0,-1.0,-1.0,-1.0,-1.0
152118028 INTRODUCTION TO VHDL,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118030 WEB BASED TECHNOLOGIES,-1.0,-1.0,0.03951880048817341,0.09221053447240463,-1.0,0.11065264136688556,-1.0,0.03254489451967222,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.034578950427151735,0.0,0.0,-1.0,0.13831580170860694,0.0,0.0,-1.0,0.2766316034172139,-1.0,0.054241490866120366,-1.0,-1.0,0.05532632068344278,0.16597896205032833,-1.0,0.0,-1.0,-1.0,-1.0
152118033 PATTERN RECOGNITION,-1.0,0.11777251889586138,0.05888625944793069,0.029443129723965344,0.05888625944793069,-1.0,-1.0,0.023554503779172276,0.021413185253792977,0.11777251889586138,0.05888625944793069,0.0,0.0,0.05047393666965488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.08832938917189603,0.029443129723965344,0.045800424015057205,-1.0,0.0,-1.0,-1.0,-1.0,0.04416469458594802,0.03925750629862046,0.01962875314931023,0.0,0.07851501259724092,0.11777251889586138,-1.0
152118034 INTRO. TO DATA MINING,-1.0,0.06673028122256772,0.042898037928793535,0.052991693912039076,-1.0,0.060057253100310945,-1.0,0.018536189228491033,0.025023855458462894,0.0,0.05719738390505804,0.0,0.04003816873354064,0.060057253100310945,0.05004771091692579,0.05004771091692579,0.07507156637538868,-1.0,-1.0,-1.0,-1.0,0.04876443627803026,-1.0,0.02001908436677032,0.01429934597626451,-1.0,0.041706425764104826,-1.0,0.0,-1.0,0.060057253100310945,0.0,0.0,0.0062559638646157234,0.10009542183385157,0.060057253100310945,0.05004771091692579
152118035 NETWORK APPLICATIONS UE,0.03092156455490996,0.03779302334488995,0.020614376369939975,0.022045930284519136,0.08503430252600239,0.0318878634472509,-1.0,0.014881002942050418,0.013960855638597407,0.08503430252600239,0.04251715126300119,0.0056689535017334924,0.016197010004952835,0.06073878751857314,0.021258575631500597,0.08503430252600239,0.04251715126300119,-1.0,-1.0,-1.0,-1.0,0.026030908936531344,0.017006860505200477,0.017006860505200477,0.014172383754333731,-1.0,0.022045930284519136,-1.0,0.048591030014858504,-1.0,0.034013721010400955,0.0,0.025510290757800716,0.009448255836222488,0.04251715126300119,0.04251715126300119,0.08503430252600239
152118514 AĞ GÜVENLİĞİ,0.0,0.035072039727289485,0.06312967150912106,0.035072039727289485,0.10521611918186845,0.0,-1.0,0.032880037244333894,0.01503087416883835,-1.0,0.0,0.026304029795467112,0.07014407945457897,0.08608591569425601,0.0,0.10521611918186845,0.052608059590934224,-1.0,-1.0,-1.0,-1.0,0.029226699772741237,0.026304029795467112,0.052608059590934224,0.021043223836373692,-1.0,0.026304029795467112,-1.0,0.04509262250651505,-1.0,0.035072039727289485,-1.0,0.0,0.032374190517497986,0.0,0.0,0.10521611918186845
152118616 OTONOM ROBOTİK SENTEZ VE TASARIMI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,-1.0,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118633 MAKİNE ÖĞRENMESİ,0.0,-1.0,0.04970673080394024,0.0,0.11782336190563611,0.0,-1.0,0.026510256428768128,0.019637226984272685,-1.0,0.10604102571507251,0.01893589744912009,0.05522970089326693,0.08521153852104041,-1.0,0.06627564107192031,-1.0,-1.0,-1.0,-1.0,-1.0,0.056807692347360265,0.06627564107192031,0.038985671218776656,0.09467948724560045,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.01893589744912009,0.09941346160788048,0.0,0.07953076928630437
152118001 PARALLEL PROGRAMMING,0.0,0.0,0.0,0.08968609865470852,-1.0,0.12556053811659193,-1.0,0.1569506726457399,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.2092675635276532,0.0,0.0,0.0,0.3139013452914798,-1.0,0.0,-1.0,-1.0,0.1046337817638266,0.0,-1.0,0.0,-1.0,-1.0,-1.0
152118003 NEURAL NETWORKS,-1.0,-1.0,0.1285475792988314,-1.0,0.2570951585976628,-1.0,-1.0,0.14691151919866444,-1.0,-1.0,-1.0,0.10283806343906511,0.15425709515859767,0.21035058430717865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118005 COMPUTER NETWORKS,0.16969073679571,-1.0,0.033938147359142,0.04627929185337546,-1.0,0.14140894732975834,-1.0,0.0424226841989275,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.1272680525967825,0.04627929185337546,0.0,-1.0,-1.0,-1.0,0.254536105193565,-1.0,0.03636230074193786,-1.0,-1.0,0.0,0.10181444207742602,-1.0,-1.0,-1.0,-1.0,-1.0
152118007 SOFTWARE ENGINEERING,-1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118011 PLC AUTOMATION SYSTEMS,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118012 PLC AUTOMATION SYSTEMS LAB.,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118018 REAL TIME DSP SYSTEM DESIGN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118019 REAL TIME DIGITAL SIGNAL PROCESSING LABORATORY,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118023 KURUMSAL JAVA,0.018805953137989023,-1.0,0.027860671315539293,0.010029841673594145,-1.0,0.07522381255195609,-1.0,0.027860671315539293,0.04011936669437658,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10029841673594145,0.0,0.07522381255195609,0.0,0.045134287531173656,0.08597007148794981,0.04298503574397491,0.02735411365525676,0.0,0.15044762510391219,-1.0,0.04701488284497256,-1.0,-1.0,-1.0,0.07522381255195609,-1.0,0.0,0.15044762510391219,-1.0,-1.0
152118024 HESAPLAMA GEOMETRİSİ,0.15725518227305219,0.1651179413867048,0.055039313795568263,0.020014295925661188,-1.0,0.0,-1.0,0.08005718370264475,0.04717655468191565,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.03669287586371217,0.07338575172742434,0.09006433166547535,0.055039313795568263,0.0,0.0,-1.0,-1.0,0.15725518227305219,-1.0,-1.0,0.06290207290922087,0.0,0.0,0.0,-1.0,-1.0,-1.0
152118031 BİLGİSAYAR AĞLARI,0.04819291287615774,0.11015522943121768,0.02753880735780442,0.09638582575231548,-1.0,0.0,-1.0,0.02965717715455861,0.022242882865918957,0.19277165150463096,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.042838144778806875,0.042838144778806875,0.012851443433642064,0.0,-1.0,0.03855433030092619,-1.0,-1.0,-1.0,0.11566299090277857,0.0,0.0,0.02753880735780442,0.19277165150463096,0.0,-1.0
152118032 BİLGİSAYAR AĞLARI LAB.,0.046552549212816784,0.08379458858307022,0.029926638779667933,0.06982882381922517,-1.0,0.0,-1.0,0.026185808932209443,0.020272884334613762,0.20948647145767554,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.04443652424859784,0.052371617864418886,0.027931529527690072,0.059853277559335866,-1.0,0.023276274606408392,-1.0,-1.0,-1.0,0.15711485359325666,0.0,-1.0,0.023276274606408392,0.1256918828746053,0.0,-1.0
152118036 COMPUTER SECURITY,0.06537043245055313,0.0871605766007375,0.0,0.13074086490110626,-1.0,-1.0,-1.0,0.0,0.08045591686221924,0.174321153201475,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.15688903788132752,0.2179014415018438,0.0871605766007375,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
152118504 BİLGİSAYAR PROGRAMLAMA  MÜH. ARAŞTIRMALARI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118505 YAPAY ZEKA  MÜH. ARAŞTIRMALARI,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118513 SİSTEM PROGRAMLAMA,0.0,0.08884188260179798,-1.0,0.13326282390269698,-1.0,0.13326282390269698,-1.0,0.019037546271813855,0.014806980433632998,0.13326282390269698,0.13326282390269698,0.04442094130089899,0.0,0.13326282390269698,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06663141195134849,0.0,0.09994711792702274,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
152118632 BULANIK MANTIK,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.27906976744186046,0.13953488372093023,0.0,0.04651162790697674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06976744186046512,-1.0,0.0,0.27906976744186046,-1.0,0.18604651162790695,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118634 COMPUTER SECURITY,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.2857142857142857,-1.0,0.14285714285714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,0.2857142857142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
152118635 WEB BASED TECHNOLOGIES,-1.0,-1.0,0.0,-1.0,0.4745762711864407,-1.0,-1.0,0.11864406779661017,-1.0,-1.0,-1.0,0.0,0.0,0.4067796610169491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
